Trailing P/E Ratio,Forward P/E Ratio,Price to Book Ratio,Dividend Yield,Earnings Per Share Trailing,Earnings Per Share Forward,Return on Equity,Debt to Equity Ratio,Free Cash Flow,Revenue Growth,Beta (Volatility),Operating Margin,Gross Margin,Net Profit Margin,Price to Sales Ratio,Current Ratio,Quick Ratio,Interest Coverage Ratio,Dividend Payout Ratio,Return on Assets,Return on Investment,Enterprise Value,Enterprise Value to EBITDA,Price to Free Cash Flow,PEG Ratio,Book Value Per Share,Symbol,Error
4.4,5.651918,0.654385,Not Available,Not Available,1.21,0.16814,30.284,-3233750,-0.09,1.962,0.4702,0.46653998,0.20993,0.89032406,1.06,0.488,Not Available,Not Available,0.084259994,Not Available,Not Available,Not Available,Not Available,Not Available,10.422,AMPY,
Not Available,-8.805888,1.646699,Not Available,Not Available,0.09,-0.24152,2.041,31253624,-0.074,0.476,-0.354,0.74651,-0.28632,1.784979,2.745,2.53,Not Available,Not Available,-0.11259,Not Available,91497664,-2.081,Not Available,Not Available,3.923,ONTF,
Not Available,-6.472362,3.9753087,Not Available,Not Available,-0.53,-0.49583,2.013,-5256125,-0.31,1.044,-305.5862,0.21277,Not Available,2313.7754,2.113,2.061,Not Available,Not Available,-0.26662,Not Available,186742320,-5.301,Not Available,Not Available,1.62,SERA,
Not Available,Not Available,0.82440716,Not Available,Not Available,Not Available,-0.05014,39.057,12076500,-0.506,0.489,-7.45313,-1.86118,Not Available,149.13474,0.924,0.65,Not Available,Not Available,-0.01636,Not Available,360694432,-39.459,Not Available,Not Available,84.303,OZ,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.06347,135.318,279750016,0.067,Not Available,0.15075,0.40181,0.08407,0.0009853449,0.559,0.33,Not Available,Not Available,0.02447,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,TVC,
22.151161,10.747531,0.9985585,0.0315,Not Available,3.54,0.04507,Not Available,Not Available,-0.244,0.586,0.18415001,Not Available,0.16584,3.8976266,Not Available,Not Available,Not Available,Not Available,0.00522,Not Available,80917600,Not Available,Not Available,Not Available,38.155,BPRN,
18.181818,19.753086,1.890806,Not Available,Not Available,0.79,0.11422,9.393,18593500,0.031,0.862,0.0461,0.71434,0.03815,0.66495466,2.435,1.342,Not Available,Not Available,0.06943,Not Available,237529088,5.909,Not Available,Not Available,8.462,NATR,
9.214725,8.534091,2.2692251,0.0055,Not Available,1.76,0.28184998,39.788,47881752,0.01,0.648,0.20095,0.44269,0.095,0.8675912,2.258,1.15,Not Available,Not Available,0.10667,Not Available,288588160,6.995,Not Available,Not Available,6.619,VIRC,
21.153847,Not Available,0.22950135,Not Available,Not Available,Not Available,0.11217,144.135,118575872,0.21,0.586,0.1675,0.18845,0.02626,0.10883383,2.29,2.087,Not Available,Not Available,0.071040004,Not Available,2543092224,4.106,Not Available,Not Available,23.965,AMBI,
Not Available,-2.7838314,1.4718454,Not Available,Not Available,-2.7,-0.37784,1.954,-31308376,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16.161,15.999,Not Available,Not Available,-0.24414,Not Available,83540448,-1.106,Not Available,Not Available,5.381,ACRV,
Not Available,1.8623853,0.5471698,Not Available,Not Available,2.18,-0.28293,66.859,62167876,-0.462,Not Available,-5.92587,0.5396,-2.45452,4.048581,4.232,2.598,Not Available,Not Available,-0.015800001,Not Available,430888576,-52.216,Not Available,Not Available,7.42,SRG,
Not Available,-6.0851064,3.6572888,Not Available,Not Available,-0.48,-0.59654,1.887,-19262124,Not Available,1.014,Not Available,Not Available,Not Available,Not Available,7.381,7.179,Not Available,Not Available,-0.36569,Not Available,155455936,-3.234,Not Available,Not Available,0.782,TRVI,
9.786325,Not Available,0.9188668,0.0315,Not Available,Not Available,0.09849,Not Available,Not Available,-0.084,0.696,0.62835,Not Available,0.44792,4.3095603,Not Available,Not Available,Not Available,Not Available,0.01397,Not Available,287454272,Not Available,Not Available,Not Available,24.922,PKBK,
57.785717,17.03158,7.1975093,Not Available,Not Available,0.48,0.10225,208.764,19760750,0.001,0.535,0.07609,0.79686,0.02491,1.3302873,3.944,2.982,Not Available,Not Available,0.03987,Not Available,295955296,21.882,Not Available,Not Available,1.124,ZYXI,
Not Available,-9.838384,0.30791602,0.0798,Not Available,-0.47,-0.0118700005,88.448,61404500,-0.042,1.955,0.14529,0.59426,-0.055570003,1.1269101,2.418,1.987,Not Available,Not Available,0.010930001,Not Available,948980800,10.684,Not Available,Not Available,15.816,CIO,
Not Available,8.118556,Not Available,Not Available,Not Available,1.94,Not Available,Not Available,-46008752,0.061,0.857,-0.09962,0.33841,-0.25484,0.4866807,1.114,0.476,Not Available,Not Available,-0.03896,Not Available,735065792,-141.577,Not Available,Not Available,-4.831,TCX,
0.1205823,-1.2991841,0.9456249,Not Available,Not Available,-11.03,Not Available,0.99,Not Available,2.333,Not Available,-1608.98,Not Available,1019.7422,122.96363,6.198,5.845,Not Available,Not Available,Not Available,Not Available,-1036283,0.003,Not Available,Not Available,15.154,INBX,
Not Available,-1.5126557,0.44375,Not Available,Not Available,-0.32,-0.2391,158.913,-15269125,-0.072,0.603,-0.30392998,0.10787,-0.18858999,0.42032993,1.463,1.083,Not Available,Not Available,-0.06996,Not Available,342557472,-50.302,Not Available,Not Available,1.072,GGR,
76.99999,393.5555,1.0167643,0.063200004,Not Available,0.13,0.0128999995,103.208,-66224500,0.166,0.822,0.25638,0.84569,0.06716,5.4871006,23.688,2.05,Not Available,Not Available,0.01131,Not Available,548611904,15.517,Not Available,Not Available,17.418,PINE,
Not Available,Not Available,0.28327492,0.103599995,Not Available,Not Available,-0.072670005,42.965,7424125,0.885,1.084,0.025999999,0.71029,-0.6989,3.0606008,0.269,0.06,Not Available,Not Available,0.0053100004,Not Available,594428096,27.768,Not Available,Not Available,20.263,NXDT,
2.5347593,2.4432988,0.33811253,0.0087,Not Available,1.73,0.02888,45.147,-445439872,-0.089,0.177,-0.2395,0.31857002,-0.20897,0.22503513,3.815,0.763,Not Available,Not Available,0.00674,Not Available,220407584,4.002,Not Available,Not Available,14.019,JRVR,
Not Available,13.797102,Not Available,Not Available,Not Available,0.82,Not Available,Not Available,4125000,-0.2,1.397,0.19103001,0.67237,-0.00101,0.91270894,1.513,0.758,Not Available,Not Available,0.07266,Not Available,614188096,8.519,Not Available,Not Available,-2.946,INSE,
52.16,144.88889,2.4206421,Not Available,Not Available,0.09,0.09368,5.375,7800875,2.729,Not Available,0.6199,0.73966,0.40397,10.920858,2.97,2.523,Not Available,Not Available,0.05454,Not Available,266058160,18.551,Not Available,Not Available,5.387,PCYO,
Not Available,-20.30909,0.7000063,Not Available,Not Available,-0.55,-0.03481,Not Available,Not Available,-0.158,0.544,-0.41242,Not Available,-0.30302998,6.402282,Not Available,Not Available,Not Available,Not Available,-0.0059100003,Not Available,537262528,Not Available,Not Available,Not Available,15.957,BLFY,
Not Available,-2.0478423,1.4409672,Not Available,Not Available,-4.82,-0.59643,151.881,-63273624,-0.049,0.568,-1.34578,1.0,-1.6026801,2.9827754,4.922,4.649,Not Available,Not Available,-0.1718,Not Available,217085792,-1.804,Not Available,Not Available,7.03,ENTA,
20.170732,16.651064,1.3539622,0.0344,Not Available,0.96,0.068280004,47.955,36340124,0.1,1.418,0.054390002,0.39165002,0.023740001,0.47626287,2.856,1.763,Not Available,Not Available,0.03458,Not Available,343500640,9.416,Not Available,Not Available,12.216,SGC,
Not Available,-4.093304,0.70785546,Not Available,Not Available,-0.22,-0.29822,3.334,-11012500,0.035,2.388,-1.08779,0.99324995,-0.95848,2.089189,5.371,5.127,Not Available,Not Available,-0.18175,Not Available,75718376,-0.921,Not Available,Not Available,1.273,FRGE,
3.2,3.9205298,0.34986115,Not Available,Not Available,1.51,0.119820006,18.058,14196981,0.139,0.832,0.38529,0.59892,0.44792,1.4296345,2.498,2.357,Not Available,Not Available,0.04775,Not Available,248104896,3.143,Not Available,Not Available,16.921,GASS,
Not Available,-8.742195,0.8596491,Not Available,Not Available,-0.43,Not Available,107.066,Not Available,0.125,1.786,-0.99291,-1.98878,-2.07253,4.432848,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,262208448,-1.953,Not Available,Not Available,4.56,TSVT,
Not Available,27.55828,0.50089204,0.0932,Not Available,1.32,Not Available,Not Available,3918250,-0.034,1.359,0.18826,0.74049,-0.03075,1.1320001,1.367,0.786,Not Available,Not Available,0.04182,Not Available,127033568,1.814,Not Available,Not Available,22.42,RMAX,
Not Available,-17.46948,0.81876945,Not Available,Not Available,-0.3,-0.24500999,0.246,-24524124,2.083,-0.21,-0.42798,0.19604999,-0.54973,3.9687693,23.073,22.492,Not Available,Not Available,-0.11289,Not Available,-22256398,0.722,Not Available,Not Available,4.177,BLDE,
Not Available,9.048101,Not Available,Not Available,Not Available,1.77,Not Available,Not Available,Not Available,Not Available,0.576,Not Available,Not Available,Not Available,Not Available,0.507,0.477,Not Available,Not Available,Not Available,Not Available,269339776,-4.24,Not Available,Not Available,-3.655,CTGO,
72.552635,Not Available,0.2862215,Not Available,Not Available,Not Available,0.005,21.146,-22621000,-0.057,0.597,-0.116569996,0.44676,0.06409,4.7808366,4.249,3.646,Not Available,Not Available,-0.003,Not Available,401282976,46.688,Not Available,Not Available,96.324,TCI,
Not Available,Not Available,11.197412,Not Available,Not Available,Not Available,-0.99929,0.948,-16998788,Not Available,0.87,Not Available,Not Available,Not Available,Not Available,7.26,7.142,Not Available,Not Available,-0.58178,Not Available,215202352,-9.307,Not Available,Not Available,0.309,CNL,
Not Available,-4.985647,Not Available,Not Available,Not Available,-0.39,Not Available,Not Available,318385504,0.058,1.701,0.07651,0.59303004,-0.27039,0.08656777,1.933,1.7,Not Available,Not Available,0.01349,Not Available,5935753216,10.736,Not Available,Not Available,-9.301,IHRT,
Not Available,Not Available,4.5794077,Not Available,Not Available,Not Available,Not Available,1761.581,Not Available,0.038,1.699,-1.23607,-0.26531,Not Available,3.3373895,2.427,2.242,Not Available,Not Available,-0.52805,Not Available,691446784,Not Available,Not Available,Not Available,2.972,BETR,
21.703703,17.235294,1.290749,Not Available,Not Available,0.31,0.07045,3.408,-7769625,0.134,0.195,0.13279,0.41997,0.09751,2.1955988,4.07,2.145,Not Available,Not Available,0.031600002,Not Available,285621760,10.046,Not Available,Not Available,4.54,KMDA,
4.2883434,Not Available,Not Available,0.15720001,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,XFLT,
39.916668,34.214287,0.7489056,Not Available,Not Available,0.14,0.01856,Not Available,Not Available,-0.108,0.521,0.060300004,Not Available,0.08882,3.6856608,Not Available,Not Available,Not Available,Not Available,0.00247,Not Available,-451452096,Not Available,Not Available,Not Available,6.396,SBT,
6.3292685,6.4875,1.0648338,0.0477,Not Available,0.8,0.14145,0.044,29524376,-0.562,0.527,-0.05647,0.136,0.13179,0.8294326,5.944,5.037,Not Available,Not Available,0.05039,Not Available,86824112,2.567,Not Available,Not Available,4.874,FF,
Not Available,-2.4761906,0.40247676,Not Available,Not Available,-0.21,-0.07256,1.546,-17890876,-0.36,1.93,-0.59502,0.56457,-0.16325001,0.8874569,3.226,2.076,Not Available,Not Available,-0.03451,Not Available,-63259936,1.548,Not Available,Not Available,1.292,AMRN,
3.388316,8.3207445,0.8745011,0.1277,Not Available,1.33,0.29143,693.061,Not Available,1.989,1.375,0.89906996,0.88607,0.76667,2.4546692,3.04,3.031,Not Available,Not Available,0.03148,Not Available,2029171968,Not Available,Not Available,Not Available,11.275,AOMR,
Not Available,617.8571,1.1527184,Not Available,Not Available,0.85,-0.062179998,6.497,-12170125,-0.001,0.525,-0.1236,0.68554,-0.10542,1.9927404,1.068,0.134,Not Available,Not Available,-0.01825,Not Available,244127344,26.874,Not Available,Not Available,7.504,ASUR,
Not Available,-6.481481,1.9564002,Not Available,Not Available,-0.2,-0.34187,8.219,-6372125,-0.343,0.95,-0.72143996,0.40088,-0.40802,2.0602973,3.639,3.101,Not Available,Not Available,-0.14241,Not Available,209412064,-5.495,Not Available,Not Available,1.789,TLS,
101.7037,37.51366,Not Available,Not Available,Not Available,0.88,Not Available,Not Available,13136125,0.966,0.953,0.25415,0.76119006,0.02466,3.07362,1.96,1.688,Not Available,Not Available,0.04614,Not Available,521923232,46.106,Not Available,Not Available,-0.831,RIGL,
Not Available,-3.6887405,8.235294,Not Available,Not Available,-0.7,Not Available,390.803,Not Available,0.637,Not Available,-0.95801,Not Available,-2.1419501,8.873927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.306,MRSN,
10.950166,Not Available,1.0690886,0.0299,Not Available,Not Available,0.1015,Not Available,Not Available,-0.012,0.645,0.43828,Not Available,0.32747,3.5381217,Not Available,Not Available,Not Available,Not Available,0.0128999995,Not Available,109481392,Not Available,Not Available,Not Available,30.83,TSBK,
Not Available,-4.736842,1.5358361,Not Available,Not Available,-0.74,-0.36848998,Not Available,-18867500,Not Available,0.135,Not Available,Not Available,Not Available,Not Available,10.358,10.317,Not Available,Not Available,-0.21404,Not Available,115545664,Not Available,Not Available,Not Available,2.344,ZURA,
9.6855345,11.13253,1.4972776,0.0235,Not Available,4.15,0.1881,Not Available,Not Available,0.062,0.669,0.49672002,Not Available,0.35544997,3.4111233,Not Available,Not Available,Not Available,Not Available,0.01754,Not Available,352003584,Not Available,Not Available,Not Available,30.856,PLBC,
Not Available,-9.896142,3.8027368,Not Available,Not Available,-0.14,-0.79866,153.474,-27820000,0.063,1.969,-0.54897,0.58386004,-0.6672,3.0254405,2.236,1.983,Not Available,Not Available,-0.10238,Not Available,394012192,-17.606,Not Available,Not Available,3.508,SPIR,
23.009434,18.292545,1.2328143,Not Available,Not Available,1.33,0.055409998,66.352,-67438000,0.428,1.029,0.22184,0.53801996,0.09246001,2.1265259,2.336,1.593,Not Available,Not Available,0.041750003,Not Available,459960352,7.781,Not Available,Not Available,19.784,NGS,
Not Available,-13.045454,2.1149595,Not Available,Not Available,0.43,-0.63251,267.267,103424000,0.174,1.545,-0.24517,0.68294996,-0.09679,0.5211448,1.18,0.91,Not Available,Not Available,-0.00542,Not Available,583897344,27.057,Not Available,Not Available,1.357,EGHT,
11.849162,6.6281247,0.69218713,0.028900001,Not Available,3.2,0.059770003,68.91,67242872,-0.088,2.132,0.087910004,0.39419997,0.02944,0.34979898,2.794,0.877,Not Available,Not Available,0.05158,Not Available,313764448,6.025,Not Available,Not Available,30.642,RCKY,
Not Available,-261.1667,Not Available,Not Available,Not Available,0.75,Not Available,Not Available,78388624,-0.069,2.746,0.03545,0.104090005,-0.06346,0.09895326,1.345,0.959,Not Available,Not Available,0.01894,Not Available,1376620032,8.437,Not Available,Not Available,-8.952,CPS,
23.931036,18.876137,2.534697,Not Available,Not Available,1.42,0.11603,63.137,122120752,0.132,2.29,0.111990005,0.40424,0.0558,1.29799,3.015,2.801,Not Available,Not Available,0.07615,Not Available,1450610944,8.44,Not Available,Not Available,5.476,TASK,
Not Available,-4.8733115,2.768473,Not Available,Not Available,-1.59,-0.49688,22.28,-35988124,0.297,0.548,-11.8325405,0.61767,Not Available,65.96002,5.283,4.824,Not Available,Not Available,-0.23135,Not Available,248097536,-4.916,Not Available,Not Available,3.045,NYXH,
Not Available,8.130081,0.9820827,0.040799998,Not Available,0.8,0.02686,Not Available,Not Available,1.878,0.589,0.41022998,Not Available,0.06529,3.1627095,Not Available,Not Available,Not Available,Not Available,0.0027200002,Not Available,200765824,Not Available,Not Available,Not Available,7.423,LNKB,
Not Available,-3.5434928,1.2699372,Not Available,Not Available,-3.45,Not Available,7.447,Not Available,Not Available,Not Available,-23.44675,1.0,Not Available,98.13818,11.327,11.137,Not Available,Not Available,Not Available,Not Available,152522144,-2.604,Not Available,Not Available,8.276,ARTV,
16.748718,9.174157,0.9302193,0.024600001,Not Available,3.56,0.058319997,Not Available,Not Available,-0.378,0.821,0.22885999,Not Available,0.21290001,3.564289,Not Available,Not Available,Not Available,Not Available,0.00478,Not Available,115312832,Not Available,Not Available,Not Available,35.11,BWFG,
19.578615,Not Available,1.280701,0.0383,Not Available,Not Available,0.07129,Not Available,Not Available,0.025,0.608,0.30887,Not Available,0.20616,4.042958,Not Available,Not Available,Not Available,Not Available,0.0057599996,Not Available,366910016,Not Available,Not Available,Not Available,24.307,NWFL,
Not Available,-2.2083333,0.43336055,Not Available,Not Available,-0.49,-0.17751,2.004,-43120752,-0.269,1.747,-5.93227,-0.33568,Not Available,10.607526,6.876,6.617,Not Available,Not Available,-0.13049,Not Available,80635064,-0.898,Not Available,Not Available,2.446,SLDP,
32.764706,Not Available,0.942311,0.043899998,Not Available,Not Available,0.0286,46.735,7947317,0.053,0.559,0.84549004,1.0,0.40855,13.405542,0.047,0.047,Not Available,Not Available,0.02498,Not Available,343605344,Not Available,Not Available,Not Available,5.911,MFM,
49.837837,Not Available,1.7219162,Not Available,Not Available,Not Available,0.05625,21.636,28561000,0.063,0.337,0.05329,0.3019,0.02115,0.6513056,1.443,0.667,Not Available,Not Available,0.035350002,Not Available,268988672,13.458,Not Available,Not Available,10.709,EVI,
Not Available,-3.6611483,1.5805168,Not Available,Not Available,-0.51,-0.32004002,4.969,-31852500,Not Available,0.746,-65.22824,1.0,Not Available,257.37234,31.838,30.544,Not Available,Not Available,-0.21712999,Not Available,104000696,-1.897,Not Available,Not Available,1.006,CMPX,
Not Available,14.380953,0.4117246,0.0168,Not Available,0.42,0.00324,150.303,111506000,0.027,0.718,0.23717,0.64757,0.00657,0.7124843,0.756,0.709,Not Available,Not Available,0.02982,Not Available,1128811136,6.718,Not Available,Not Available,14.67,KNOP,
Not Available,-16.929033,3.8954868,Not Available,Not Available,-0.39,-0.33898997,35.048,-4986000,0.172,0.359,-0.77611,0.17713,-0.87165,9.62111,4.726,3.735,Not Available,Not Available,-0.13909,Not Available,322778720,-14.243,Not Available,Not Available,1.684,TKNO,
8.224,31.151514,5.8210645,Not Available,Not Available,0.3,1.25683,298.776,7167875,-0.047,1.212,0.04027,0.35497,0.08144,0.65240824,0.487,0.325,Not Available,Not Available,0.03716,Not Available,466913344,16.881,Not Available,Not Available,1.766,PBPB,
15.542054,Not Available,1.8427613,0.0182,Not Available,Not Available,0.123100005,0.241,Not Available,-0.2,0.08,0.37541,0.588,0.34616002,5.192236,29.594,26.833,Not Available,Not Available,0.08177,Not Available,142224560,7.062,Not Available,Not Available,36.098,UTMD,
Not Available,30.479391,1.1103826,Not Available,Not Available,0.24,0.01577,7.265,39139248,-0.025,1.467,-0.013150001,0.20948,0.00389,0.2791521,1.196,1.056,Not Available,Not Available,-0.0077100005,Not Available,149116608,56.85,Not Available,Not Available,4.575,OB,
Not Available,-43.793102,1.3201662,Not Available,Not Available,-0.02,-0.03613,0.018,-21939364,Not Available,2.058,Not Available,Not Available,Not Available,Not Available,25.744,25.536,Not Available,Not Available,-0.02831,Not Available,178885072,-24.217,Not Available,Not Available,0.962,WRN,
10.051697,Not Available,1.7655071,Not Available,Not Available,Not Available,0.2864,0.269,-17140876,1.178,0.502,0.38233003,0.66117996,0.26666,1.8297497,0.607,0.59,Not Available,Not Available,0.12024,Not Available,305729120,3.028,Not Available,Not Available,105.726,PNRG,
Not Available,-1.5452888,4.4150944,Not Available,Not Available,-0.77,-1.61632,421.592,-74480248,-0.001,0.61,-1.42178,0.67797995,-1.8070301,2.317187,4.239,3.649,Not Available,Not Available,-0.22643,Not Available,197702608,-1.519,Not Available,Not Available,0.265,NKTR,
Not Available,-4.7252746,Not Available,Not Available,Not Available,-0.91,-4.80677,Not Available,-18402376,Not Available,-0.874,Not Available,Not Available,Not Available,Not Available,1.624,1.533,Not Available,Not Available,-0.52311003,Not Available,134750688,-3.888,Not Available,Not Available,-0.321,CADL,
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100523872,0.106,0.753,0.27155,0.52331,-0.03097,Not Available,2.428,1.494,Not Available,Not Available,0.27046,Not Available,Not Available,Not Available,Not Available,Not Available,-3.447,CMPOW,
Not Available,-5.5142856,0.26962838,0.1042,Not Available,-0.7,-0.10102,61.584,102612624,-0.204,0.992,-0.05567,0.62641996,-0.50941,1.2730099,2.066,1.065,Not Available,Not Available,-0.00968,Not Available,693778560,8.121,Not Available,Not Available,14.316,ONL,
0.14175107,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,GPJA,
Not Available,-22.833334,17.125,Not Available,Not Available,-0.06,-0.65876,Not Available,-4619175,-0.262,-0.299,-81.99397,Not Available,Not Available,743.001,5.733,4.514,Not Available,Not Available,-0.4114,Not Available,180068800,-17.406,Not Available,Not Available,0.08,SCWO,
Not Available,-4.2079206,3.3845277,Not Available,Not Available,-1.48,-1.2738,31.628,-20499376,Not Available,1.505,Not Available,Not Available,Not Available,Infinity,7.475,7.383,Not Available,Not Available,-0.37814,Not Available,164674816,-3.008,Not Available,Not Available,1.758,ABEO,
14.272728,Not Available,0.9500756,0.1233,Not Available,Not Available,0.01988,6.986,36711876,-0.051,1.232,0.82549006,1.0,0.40424,13.082468,0.258,0.256,Not Available,Not Available,0.02036,Not Available,345797984,Not Available,Not Available,Not Available,3.305,NCZ,
25.285713,39.333332,6.641651,Not Available,Not Available,0.14,0.34559,10.616,-2981157,0.23,0.958,0.04522,0.53374,0.14283,3.3569927,1.086,0.33,Not Available,Not Available,0.00403,Not Available,189790976,29.81,Not Available,Not Available,0.533,PAYS,
23.653849,11.181819,2.0730338,0.0436,Not Available,1.64,0.100360006,18.647,13874000,0.024,0.854,0.14649999,0.35596,0.06243,1.4514365,2.461,2.346,Not Available,Not Available,0.049089998,Not Available,176578240,9.364,Not Available,Not Available,8.9,SAMG,
Not Available,-2.3241463,3.083819,Not Available,Not Available,-0.41,-1.04193,20.972,-43964500,-0.819,3.03,-82.778946,0.47022998,Not Available,25.61707,4.999,4.093,Not Available,Not Available,-0.46798,Not Available,178676272,-2.241,Not Available,Not Available,0.309,MVIS,
Infinity,3.7574258,0.5102264,Not Available,Not Available,7.04,0.03175,2573.729,53137500,0.04,1.857,0.57697,0.95284,0.014099999,0.23226684,1.562,0.264,Not Available,Not Available,0.02878,Not Available,12088116224,19.704,Not Available,Not Available,59.503,ONIT,
2.8487394,6.9182262,0.62563443,0.089099996,Not Available,0.93,0.15509,1181.797,Not Available,1.152,2.065,0.84032995,0.85460997,0.95128995,2.478003,8.113,8.099,Not Available,Not Available,0.0129700005,Not Available,6702643200,Not Available,Not Available,Not Available,10.837,MITT,
25.636364,7.833333,1.6876122,Not Available,Not Available,0.41,0.07707,31.18,26015250,0.115,1.356,0.11732,0.35026002,0.02871,0.66855735,1.699,1.231,Not Available,Not Available,0.06142,Not Available,258018640,6.471,Not Available,Not Available,1.671,CRNT,
17.068571,16.412088,1.1441814,0.026199998,Not Available,1.82,0.07029,Not Available,Not Available,-0.125,0.695,0.22610001,Not Available,0.21981001,3.728221,Not Available,Not Available,Not Available,Not Available,0.0077899997,Not Available,290730880,Not Available,Not Available,Not Available,26.106,MBCN,
Not Available,9.354839,7.4358974,0.026500002,Not Available,1.23,-0.79876,1167.583,124925000,-0.036,1.586,0.051269997,0.20924999,-0.028199999,0.13731948,0.848,0.456,Not Available,Not Available,0.04927,Not Available,975818944,4.297,Not Available,Not Available,0.975,QUAD,
Not Available,-3.2894738,0.47098717,Not Available,Not Available,-0.35,-0.03299,3.356,-70670872,0.02,1.01,-2.59591,0.1389,-0.37929,5.3488965,13.572,12.796,Not Available,Not Available,-0.08894,Not Available,60238840,-1.062,Not Available,Not Available,2.654,ORGN,
Not Available,-11.823529,1.4533622,Not Available,Not Available,-0.13,-0.17375,4.37,346000,0.132,0.419,-0.74628997,0.59763,-0.41936,3.3868246,8.201,7.422,Not Available,Not Available,-0.12174,Not Available,66770424,-2.101,Not Available,Not Available,1.383,VLN,
3.7949789,4.2985783,0.7077643,0.1142,Not Available,2.61,0.19841999,90.671,Not Available,0.814,0.712,0.40022,0.68517,0.2885,1.1248535,Not Available,Not Available,Not Available,Not Available,0.08474,Not Available,383447296,4.181,Not Available,Not Available,12.815,SHIP,
35.765957,9.605714,0.9365946,0.0521,Not Available,1.75,0.031140001,Not Available,Not Available,0.226,0.732,0.30523002,Not Available,0.09478,3.1758847,Not Available,Not Available,Not Available,Not Available,0.00327,Not Available,360904704,Not Available,Not Available,Not Available,17.948,LCNB,
Not Available,-30.0,1.8820578,Not Available,Not Available,-0.05,-0.04776,Not Available,-7147028,Not Available,1.166,Not Available,Not Available,Not Available,Not Available,18.613,18.613,Not Available,Not Available,-0.03083,Not Available,229362848,-37.529,Not Available,Not Available,0.797,NEWP,
Not Available,-3.2476633,Not Available,Not Available,Not Available,-2.34,Not Available,Not Available,-133369504,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.965,2.329,Not Available,Not Available,-0.26872998,Not Available,553096512,-3.206,Not Available,Not Available,-2.66,OMER,
50.074074,12.754718,1.066246,Not Available,Not Available,1.13,0.02305,Not Available,Not Available,0.066,0.227,0.39615002,Not Available,0.111829996,5.4032807,Not Available,Not Available,Not Available,Not Available,0.0022200001,Not Available,146074448,Not Available,Not Available,Not Available,12.68,FVCB,
11.6907215,Not Available,0.94178224,0.0727,Not Available,Not Available,0.08234,56.384,4988721,0.059,0.6,0.83748,1.0,1.19874,13.972014,2.535,2.535,Not Available,Not Available,0.022969998,Not Available,Not Available,Not Available,Not Available,Not Available,12.041,VTN,
Not Available,-51.85185,0.6311424,Not Available,Not Available,-0.11,-0.29752,19.342,-10051375,-0.192,1.492,-0.01805,0.2582,-0.06967,0.12363225,1.846,1.622,Not Available,Not Available,-0.02252,Not Available,261300784,611.946,Not Available,Not Available,11.091,TBI,
13.964286,Not Available,0.91611993,0.0651,Not Available,Not Available,0.10566,Not Available,Not Available,Not Available,1.061,0.6667,1.0,3.2724798,27.758831,18.928,2.454,Not Available,Not Available,0.01312,Not Available,236225040,Not Available,Not Available,Not Available,8.536,FUND,
6.142119,12.77957,1.3930727,Not Available,Not Available,1.88,0.26281,43.011,11570625,-0.054,0.833,0.05988,0.22208999,0.07956,0.47897884,2.271,1.185,Not Available,Not Available,0.03041,Not Available,330085536,10.725,Not Available,Not Available,17.063,FSTR,
Not Available,Not Available,4.2104554,0.16409999,Not Available,Not Available,-0.02465,226.702,-4211873,0.009,1.567,-0.10035,0.67052,-0.25335,Not Available,0.678,0.445,Not Available,Not Available,-0.00161,Not Available,283992384,56.832,Not Available,Not Available,3.357,SQFTP,
3.97,2.5517921,Not Available,0.0799,Not Available,0.2,Not Available,Not Available,28833750,-0.084,0.411,0.23874001,0.87435997,0.01195,0.054163333,0.607,0.343,Not Available,Not Available,0.12037,Not Available,-294758272,-4.091,Not Available,Not Available,-0.495,MKTW,
11.382744,9.707547,1.1090991,0.0239,Not Available,5.3,0.110360004,Not Available,Not Available,-0.064,0.168,0.32902,Not Available,0.23063,2.6275947,Not Available,Not Available,Not Available,Not Available,0.00787,Not Available,225610192,Not Available,Not Available,Not Available,46.389,CHMG,
Not Available,77.9844,0.39251205,Not Available,Not Available,0.01,-0.03599,8.763,-69941504,1.585,0.944,-0.41553003,1.02975,-2.52164,28.349844,1.631,1.091,Not Available,Not Available,-0.00345,Not Available,268229888,-123.837,Not Available,Not Available,3.312,GROY,
